"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"SOCIOECO","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SOCIOECO","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","EDUCYRS","8","Number of years of education","NUMBER","2","0","0","99","","2013-09-14 07:59:41.0"
"SOCIOECO","HANDED","9","Handedness","CHAR","1","","","","HANDED","2013-09-14 07:59:41.0"
"SOCIOECO","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"STAI","","0","State-Trait Anxiety Inventory","","","","","","","2013-09-14 07:59:41.0"
"STAI","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"STAI","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"STAI","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"STAI","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"STAI","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"STAI","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"STAI","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"STAI","STAIAD1","8","STAI Question 1","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD2","9","STAI Question 2","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD3","10","STAI Question 3","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD4","11","STAI Question 4","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD5","12","STAI Question 5","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD6","13","STAI Question 6","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD7","14","STAI Question 7","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD8","15","STAI Question 8","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD9","16","STAI Question 9","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD10","17","STAI Question 10","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD11","18","STAI Question 11","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD12","19","STAI Question 12","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD13","20","STAI Question 13","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD14","21","STAI Question 14","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD15","22","STAI Question 15","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD16","23","STAI Question 16","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD17","24","STAI Question 17","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD18","25","STAI Question 18","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD19","26","STAI Question 19","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD20","27","STAI Question 20","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD21","28","STAI Question 21","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD22","29","STAI Question 22","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD23","30","STAI Question 23","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD24","31","STAI Question 24","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD25","32","STAI Question 25","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD26","33","STAI Question 26","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD27","34","STAI Question 27","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD28","35","STAI Question 28","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD29","36","STAI Question 29","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD30","37","STAI Question 30","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD31","38","STAI Question 31","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD32","39","STAI Question 32","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD33","40","STAI Question 33","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD34","41","STAI Question 34","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD35","42","STAI Question 35","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD36","43","STAI Question 36","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD37","44","STAI Question 37","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD38","45","STAI Question 38","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD39","46","STAI Question 39","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","STAIAD40","47","STAI Question 40","NUMBER","1","0","1","4","","2013-09-14 07:59:41.0"
"STAI","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"STAI","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"STAI","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"STAI","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","","0","TAP-PD Conclusion","","","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"TAPCONCL","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"TAPCONCL","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","COMPLT","8","Did the subject complete the study?","CHAR","2","","","","COMPLT","2013-09-14 07:59:41.0"
"TAPCONCL","WDDT","9","Withdrawal date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"TAPCONCL","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","","0","TAP-PD Subject Eligibility","","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"TAPELIG","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"TAPELIG","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"TAPELIG","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"TAPELIG","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPELIG","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPELIG","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","SIGNCNST","8","Signed Consent","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"TAPELIG","TAPCNSDT","9","TAP Informed consent date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","INEX1","10","Inclusion Exclusion question 1","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPELIG","INEX2","11","Inclusion Exclusion question 2","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPELIG","INEX3","12","Inclusion Exclusion question 3","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPELIG","INEX4","13","Inclusion Exclusion question 4","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPELIG","INEX5","14","Inclusion Exclusion question 5","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPELIG","INEX6","15","Inclusion Exclusion question 6","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPELIG","TAPENRDT","16","TAP Enrollment Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","DEVICESN","17","Serial Number of Device","CHAR","11","","","","","2013-09-14 07:59:41.0"
"TAPELIG","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPELIG","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"TAPELIG","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","","0","TAP-PD OPDM Assessment","","","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"TAPOPDM","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"TAPOPDM","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","OPDMCMPL","8","Was OPDM assessment completed","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPOPDM","DEVICESN","9","Serial Number of Device","CHAR","11","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","DIGITOGR","10","Digitography (keyboard test)","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPOPDM","PACKEYBD","11","Paced Keyboard Test","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPOPDM","PEGBRD","12","Pegboard","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPOPDM","XFRYN","13","Data transfer","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TAPOPDM","XFRDT","14","Transfer Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","COMM","15","Comments","CHAR","240","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"TAPOPDM","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPUSE","","0","TAP-PD OPDM Use Questionnaire","","","","","","","2013-09-14 07:59:41.0"
"TAPUSE","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"TAPUSE","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"TAPUSE","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"TAPUSE","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"TAPUSE","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPUSE","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TAPUSE","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPUSE","UNDRSDIR","8","How hard to understand directions","CHAR","1","","","","NOT0VERY","2013-09-14 07:59:41.0"
"TAPUSE","CONFCORR","9","How confident doing task correctly","CHAR","1","","","","NOT0VERY","2013-09-14 07:59:41.0"
"TAPUSE","FITSCHED","10","How did this fit into your reg schedule","CHAR","1","","","","EASYVDIF","2013-09-14 07:59:41.0"
"TAPUSE","NDREMIND","11","Did you need to be reminded","CHAR","1","","","","NOTOFT","2013-09-14 07:59:41.0"
"TAPUSE","AFFPPMI","12","Affect how felt about main PPMI study","CHAR","1","","","","NEGPOS5","2013-09-14 07:59:41.0"
"TAPUSE","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPUSE","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"TAPUSE","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"TAPUSE","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"TEL","","0","Telephone Follow-up","","","","","","","2013-09-14 07:59:41.0"
"TEL","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"TEL","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"TEL","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"TEL","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"TEL","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TEL","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"TEL","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"TEL","CNTACTYN","8","Was contact made","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"TEL","CNTRSN","9","Reason for no contact","CHAR","1","","","","CNTRSN","2013-09-14 07:59:41.0"
"TEL","CNTRSNCM","10","Reason for no contact","CHAR","50","","","","","2013-09-14 07:59:41.0"
"TEL","COMM","11","Comments","CHAR","240","","","","","2013-09-14 07:59:41.0"
"TEL","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"TEL","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"TEL","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"TEL","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"UPSIT","","0","University of Pennsylvania Smell ID Test","","","","","","","2013-09-14 07:59:41.0"
"UPSIT","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"UPSIT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"UPSIT","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"UPSIT","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"UPSIT","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"UPSIT","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"UPSIT","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"UPSIT","UPSITBK1","8","Score from Booklet #1","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"UPSIT","UPSITBK2","9","Score from Booklet #2","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"UPSIT","UPSITBK3","10","Score from Booklet #3","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"UPSIT","UPSITBK4","11","Score from Booklet #4","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"UPSIT","COMM","12","Comments","CHAR","240","","","","","2013-09-14 07:59:41.0"
"UPSIT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"UPSIT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"UPSIT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"UPSIT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"VISSTAT","","0","Visit Status","","","","","","","2014-01-19 00:43:17.0"
"VISSTAT","REC_ID","1","Record ID","NUMBER","12","0","","","","2014-01-19 00:43:17.0"
"VISSTAT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2014-01-19 00:43:17.0"
"VISSTAT","CNO","3","Center Number","CHAR","4","","","","","2014-01-19 00:43:17.0"
"VISSTAT","PATNO","4","Patient Number","CHAR","8","","","","","2014-01-19 00:43:17.0"
"VISSTAT","EVENT_ID","5","Event Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"VISSTAT","PAG_NAME","6","Page Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"VISSTAT","INFODT","7","Event Date","DATE","","","","","","2014-01-19 00:43:17.0"
"VISSTAT","VISCMPLT","9","Visit Completed","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","ASSESTYP","10","Assessments performed 1=in per, 2=phone","CHAR","1","","","","ASSESTYP","2014-01-19 00:43:17.0"
"VISSTAT","CGINPUT","11","Caregiver input obtained","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","CGASTYP","12","Caregiver input 1=in person, 2=phone","CHAR","1","","","","ASSESTYP","2014-01-19 00:43:17.0"
"VISSTAT","VSBYINV","14","Visit conducted by investigator","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","VSBYSUBI","15","Visit conducted by sub-investigator","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","VSBYCOOR","16","Visit conducted by coordinator","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","VSBYCOCO","17","Visit conducted by co-coordinator","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","VISMSRSN","18","Visit Missed Reason","CHAR","2","","","","VISMSRSN","2014-01-19 00:43:17.0"
"VISSTAT","VISMSCM","19","Visit Missed Reason Comment","CHAR","240","","","","","2014-01-19 00:43:17.0"
"VISSTAT","ASSESCMP","20","Were all assessments for visit completed","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","LGCMED2","22","Reviewed ConMed -2","CHAR","1","","","","LGCMED","2014-01-19 00:43:17.0"
"VISSTAT","LGAE2","23","Reviewed AE -2","CHAR","1","","","","LGEVENT","2014-01-19 00:43:17.0"
"VISSTAT","EXCMEDYN","26","Advised excl meds is a withdrawal","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"VISSTAT","LGCONDTN","27","Reviewed Med Conditions","CHAR","1","","","","LGCONDTN","2014-01-19 00:43:17.0"
"VISSTAT","LGFAMHX","28","Reviewed Family History","CHAR","1","","","","LGFAMHX","2014-01-19 00:43:17.0"
"VISSTAT","COMM","29","Comments","CHAR","240","","","","","2014-01-19 00:43:17.0"
"VISSTAT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2014-01-19 00:43:17.0"
"VISSTAT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2014-01-19 00:43:17.0"
"VISSTAT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2014-01-19 00:43:17.0"
"VISSTAT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2014-01-19 00:43:17.0"
"VITAL","","0","Vital Signs","","","","","","","2013-09-14 07:59:41.0"
"VITAL","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"VITAL","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"VITAL","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"VITAL","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"VITAL","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"VITAL","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"VITAL","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"VITAL","WGTKG","8","Weight (in Kilograms)","NUMBER","4","1","","","","2013-09-14 07:59:41.0"
"VITAL","HTCM","9","Height (in Centimeters)","NUMBER","3","0","120","200","","2013-09-14 07:59:41.0"
"VITAL","TEMPC","10","Temperature (in Celsius)","NUMBER","3","1","35","38","","2013-09-14 07:59:41.0"
"VITAL","BPARM","11","Arm used for blood pressure","CHAR","1","","","","BPARM","2013-09-14 07:59:41.0"
"VITAL","SYSSUP","12","Supine BP - systolic","NUMBER","3","0","90","155","","2013-09-14 07:59:41.0"
"VITAL","DIASUP","13","Supine BP - diastolic","NUMBER","3","0","55","100","","2013-09-14 07:59:41.0"
"VITAL","HRSUP","14","Supine heart rate","NUMBER","3","0","50","90","","2013-09-14 07:59:41.0"
